country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.093,0.104,0.117,0.124,0.152,0.121,0.014,0.001,0,0,0,0,0,0
        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,10.641,8.46,6,7,8,7.55,6.466,3.31,1,4.2,11.018,11.674,11.488,8.607,6.24,7.218,6.606,7.715,2.184,1.347,1.441,1.127,0.898,0.73,2.831,3.249,3.215,3.924286
        Luxembourg,0.192,0.465,0.399,0.36,0.358,0.423,0.434,0.44,0.715,0.74,0.746,0.707,0.533,0.394,0.555,0.743,0.81,0.846,0.924,0.655,0.735,0.744,2.939,2.777,3.132,3.131,3.267,2.887,2.484,2.604,3.216,2.614,2.622,1.908,2.067,1.919,1.42,1.389,1.392,0.938653
        Macau,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.003,0.001,0.001,0.003,0.001,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malawi,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malaysia,0,0,0.005,0.018,0,0.009,0.078,0.029,0.037,0.164,0.076,0.151,0.175,0.104,0.05,0.04,0.14,0.075,0.026,0.075,0.025,0.09,0.07,0.1,0.05,2.233,2.324,2.265,0.583,0.1,0.151,0.012,0.012,0.028,0.012,0.003,0.694,1.124,1.51,0.669
        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0.419,0.471,0.514,0.546,0.4857,0.631,0.586,0.571,0.55
        Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.011,0.02
        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,0.089,0.057,0.07,0.082,0.09,0.238,1.468,2.041,1.997,1.932,1.945,2.018,2.041,2.015,1.97,1.944,1.288,0.344,0.077,0.131,0.195,0.271,0.344,0.953,1.346,1.788,1.299,1.451,1.452,1.249,1.348,1.293,1.116,1.24,2.653,2.32,1.968,1.804,2.426,3.084
        Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,4.636,5.1,0,0.127,0.1,0.027,0,0,0,0,0.36,0.131,0.424,0.22,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.025,0.018,0.016,0.007,0.008,0.012,0.021,0.01,0.016,0.018,0.022,0.024,0.021,0.018,0.033,0.051,0.036,0.026,0.027,0.024
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.072,0.108,0.108,0.172,0.73,0.431,0.228,0.733,0.642,0.517,0.906,0.417,0.976,0.943
        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0.524,0.818,0.151,0.128,0.165,0.135,0.161,0.35,1.453
        Mozambique,0.066,0.138,0.568,0.136,0.505,0.1,0,0,0,0,0,0,0,0,0,0,0,0.483,0.9,5.6,5.768,7.4,10.692,8.625,10.402,12.001,12.825,11.822,11.212,12.7,12.075,11.736,9.74,9.042,10.202,11.561,11.711,10.01,9.738,10.771
        Namibia,--,--,--,--,--,--,--,--,--,--,0,0.201,0.204,0.049,0.028,0.146,0.03,0.03,0.023,0.056,0.065,0.065,0.054,0.053,0.023,0.031,0.036,0.04,0.047,0.068,0.077,0.076,0.091,0.089,0.084,0.088,0.099,0.1,0.114,0.119
        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,0.005,0.004,0.007,0.009,0.01,0.011,0.021,0.022,0.013,0.017,0.026,0.065,0.085,0.046,0.063,0.087,0.1,0.067,0.064,0.095,0.126,0.143,0.186,0.206,0.111,0.097,0.077,0.06,0.046,0.075,0.031,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.035,0.107
        Netherlands,0.818,0.453,0.241,0.226,0.174,0.127,0.012,0.021,0,0.352,0.471,0.624,0.227,0.269,0.28,0.586,0.7,0.475,0.42,3.968,4.031,4.209,4.488,3.809,5.188,5.398,5.887,5.565,9.116,10.561,12.808,11.531,15.046,15.015,18.128,22.012,19.343,18.952,18.785,19.548
        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nicaragua,0.018,0.008,0.016,0.008,0.003,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.048,0.013,0,0.01,0,0,0.022,0.001,0,0.007,0.021,0.022,0.008,0.009,0,0.00003,0.002,0.043,0.041,0.003,0.01623,0.049,0.022,0.018,0.001,0,0
        Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0,0,0.003,0,0,0,0,0,0
        Nigeria,0.088,0.105,0.119,0.128,0.135,0.125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.019,0.019,0.022,0.025,0.03,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,0.209,0.016,0.05,0,0.026,0,0.002,0.103,0,0,0,0,0,0,0,0,0,0,0,0.073,0.072,0.062,0.113,0.143,0.16,0.311,0.377,0.583
        Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Norway,2.501,7.154,6.704,13.847,9.13,4.627,2.18,3.32,7.355,15.166,16.233,6.049,10.103,8.376,4.96,8.966,4.24,4.875,4.412,8.277,20.529,7.174,15.046,5.548,3.854,15.695,8.947,15.32,17.275,14.634,7.124,14.329,22.006,15.141,21.932,22.016,22.151,21.276,18.489,12.309274
        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Panama,0,0,0,0,0,0.008,0.08,0.112,0.161,0.1,0.09,0.064,0.065,0.102,0,0.003,0.026,0.118,0.025,0.095,0.018,0.118,0.049,0.179,0.129,0.051,0.049,0.12488756,0.031,0.095,0.039,0.008,0.059,0.071,0.098,0.139,0.398,0.318,0.326,0.427
        Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Paraguay,0.151,0.128,0.089,0.024,0.028,2.55,9.95,15.6,16.822,20.525,24.804,26.803,24.619,28.121,32.773,37.828,40.87,45.673,45.213,46.036,47.358,39.137,41.777,45.18,45.005,43.792,45.707,45.113,46.291,45.042,43.378,46.12,47.663,47.364,41.4,41.127,48.415,43.635,42.205,31.748
        Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.063,0.112,0.001,0.002,0,0.013,0.055,0.038,0,0,0
        Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Poland,4.396,4.227,5.95,7.183,9.233,7.568,7.796,8.703,7.98,10.268,11.478,9.326,9.066,8.011,7.2,7.157,7.925,7.542,8.082,8.426,9.663,11.035,11.537,15.146,14.605,16.188,15.775,13.109,9.703,9.594,7.664,12.022,12.643,12.322,11.342,14.793,12.018,10.984,8.121,7.245352
        Portugal,0.518,0.14,0.4,1.057,1.366,1.284,0.989,0.675,1.027,1.271,1.696,1.62,1.197,1.902,1.355,1.741,3.01,2.477,3.7,4.488,3.767,3.502,3.43,3.104,2.131,2.802,3.183,2.153,1.313,2.822,3.191,3.929,2.871,5.324,6.344,5.811,9.701,8.19,8.325,4.7
        Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Romania,0.77,0.758,0.364,1.469,1.118,0,0,0,0,0,0,1.874,0.218,1.118,1.05,0.456,1.435,0.817,0.715,1.93,1.47,2.077,3.29,3.046,3.766,5.224,5.262,3.359,5.169,2.946,3.041,5.316,3.65,4.753,9.937,11.22,9.194,7.735,6.241,3.975
        Russia,--,--,--,--,--,--,--,--,--,--,--,--,43.952,43.4,44.1,37.982,31.75,26.8,26.3,22.521,22.85,25.74,18.097,21.619,19.8,22.52,20.927,18.468,20.738,17.923,19.091,24.111,19.143,18.382,14.671,18.244,17.694,17.006,17.779,20.049
        Rwanda,0,0.001,0.008,0.001,0.001,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.005,0.003,0.003,0.001,0.001,0,0.001,0.008,0.003,0.002,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.003,0.0044,0.0041,0.0045,0.0045
        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9.377,9.192,8.802,6.609,5.917,6.979,5.392,6.614,5.445,7.221,6.99,5.724,6.284,5.341
        Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,0.092,0.074,0.052,0.055,0.073,0.05,0,0,0,0,0,0,0,0.052,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,2.28,2.05,2.065,0.698,2.743,2.2,4.915,8.647,9.743,10.867,10.878,10.593,11.27,10.921,11.855,8.891,7.682,6.293,10.5,13.079,10.628,11.862,12.611,10.598,12.535,8.746,11.838
        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,2.142,2.124,2.3,2.392,2.53,2.52,2.609,1.935,5.552,7.461,4.914,5.811,7.094,7.558,7.02,5.911,7.824,10.839,10.745,8.408,8.491,8.811,9.997,9.093,9.535,9.648,9.432,9.34
        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,0,0,0,0,0,0,0,0,0,0,1.607,1.88,1.815,2.589,2.628,3,5.55,6.617,5.093,4.5,3.967,6.519,6.95,10.136,12.453,12.884,13.766,14.496,14.168,14.052,14.668,14.964,15.035,13.929,13.836,11.343,16.14,14.423,14.458,14.482
        South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0
        Spain,3.688,4.116,4.78,4.186,2.99,5.002,4.152,4.703,4.804,4.579,3.628,3.762,3.71,3.339,3.245,3.147,5.69,7.67,5.562,6.24,7.827,6.727,7.175,8.257,11.139,11.555,12.373,14.524,16.92,14.855,13.539,14.023,18.986,16.638,15.716,15.089,14.178,14.593,12.916,11.859
        Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sweden,2.834,6.16,2.603,5.484,5.336,6.683,6.494,6.344,7.671,12.526,14.672,7.519,10.995,8.566,6.4,9.401,9.75,12.961,16.799,16.1,13.63,18.454,14.754,11.457,17.75,21.968,11.497,14.736,14.715,9.08,12.853,19.714,31.255,22.676,29.475,31.894,26.022,30.888,29.425,35.231
        Switzerland,16.668,20.104,19.148,20.267,20.844,23.21,20.886,20.314,22.447,20.213,22.862,22.578,23.86,26.719,28.08,26.69,24.19,27.502,29.561,31.952,31.4,34.54,32.308,33.196,27.759,31.996,31.1,36.88,32.736,33.525,32.881,32.237,33.749,32.27,34.021,35.068,30.173,30.946,32.607,35.765
        Syria,0.067,0.046,0.129,0.097,0,0.073,0.062,0.021,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.367,0.664,0.903,1.142,0.991,0.59,0.614,1.043,1.192,0,0.529,0.138,0.262,0.067,0.543,0.543,0.347
        Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,5.596,6.386,5.8,4.198,4.61,3.9,3.7,3.834,3.85,4.047,3.874,4.597,4.451,4.257,4.231,4.259,4.421,4.247,0.286,0.197,0.775,1.061,1.326,1.4,1.428,1.421,2.945,3.175
        Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Thailand,0.008,0.009,0.013,0.025,0.022,0.02,0.017198221,0.0180055,0.019800451,0.02310134,0.02892292,0.035134018,0.041358786,0.047726762,0.057440282,0.076832693,0.084466565,0.097880419,0.137598501,0.164825027,0.149922702,0.167524222,0.187835653,0.206114282,0.253059754,0.501087486,0.586128125,0.744679257,0.961094251,1.305501083,1.313651456,1.335339387,1.911847914,1.794222323,2.066299134,2.266805599,1.436331849,1.105965318,1.093169882,2.882013172
        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118
        Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tunisia,0,0.103,0.03,0,0.073,0.006,0.007,0.004,0.034,0.04,0.133,0.123,0.125,0.14,0.122,0,0,0,0.019,0.019,0,0.01,0.059,0.02,0.028,0.142,0.135,0.13,0.129,0.081,0.122,0.161,0.426,0.233,0.625,0.5,0.255,0.483,0.484,0.631
        Turkey,0,0,0,0,0,0,0,0,0,0,0.907,0.506,0.314,0.589,0.55,0.696,0.345,0.271,0.298,0.285,0.437,0.433,0.435,0.588,1.144,1.798,2.236,2.422,1.122,1.546,1.918,3.645,2.954,1.227,2.696,3.195,1.452,3.304,3.112,2.789
        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,3.9,4.4,3.65,3,3.15,2.7,2.8,1.2,1,1.85,1.056,1.065,1.173,1.26,1.34,1.46,1.476,1.568,2.41,2.55,2.72,2.85,3.21,3.201,3.2,3.2,3.2,3.2
        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
        U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uganda,0.289,0.179,0.213,0.218,0.216,0.215,0.231,0.176,0.11,0.112,0.11,0.112,0.112,0.114,0.114,0.115,0.115,0.115,0.18,0.18,0.165,0.161,0.265,0.217,0.193,0.063,0.053,0.066,0.065368,0.082041,0.075,0.089,0.099,0.106,0.1677,0.1221,0.165,0.3168,0.2331,0.2992
        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,20.502,17.32,16.5,11.678,13.2,9.873,10.7,10.405,6.5,5.196,8.576,12.175,7.529,10.068,12.519,12.554,8.831,4.294,4.078,6.322,11.561,9.929,8.523,3.591,3.83,5.226,6.099,6.283
        United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.249,0.242,0.276,0.249,0.506,0.617,0.517,0.257
        United Kingdom,0.019,0,0,0,0,0,0.189,0.037,0.013,0.899,0.047,0.015,0.032,0.005,0,0.023,0.04,0.041,0.162,0.263,0.134,0.264,0.768,2.959,2.294,2.839,2.765,3.398,1.271,3.748,4.482,2.467,1.911,3.101,2.723,1.855,2.273,3.407,2.225,3.385475
        United States,4.095648,3.060123,3.536463,3.337293,2.558293,4.964917,4.815565,5.882235,7.066646,15.134589,16.133584,2.304578,2.826579,3.54089,2.009882,3.622665,3.301986,8.974039,13.656477,14.221773,14.829382,16.473292,15.795681,23.9747034,22.897863,19.150968,24.271335,20.143592,24.198159,18.137984,19.10618,15.048552,11.995649,11.373207,13.298253,9.099889,6.214017,9.370803,13.804492,20.008032
        Uruguay,0.001,0.001,0.001,3.613,3.249,2.678,3.151,2.955,2.091,1.181,1.33,1.791,3.396,2.256,1.675,0.233,0.437,0.415,2.234,0.215,0.942,1.377,2.288,1.139,0.1,0.841,0.016,0.995,0.029,0.243,0.711,0.019,0.194,0.207,1.267,1.321,0.779,1.462,1.196,3.011
        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,16.404,15.621,15.2,14.2,12.83,11.5,11.3,11.1,12.75,12.959,11.527,11.548,11.677,11.501,11.903,11.442,11.768,10.97,7.693,8.816,8.6,8.107,7.215,6.81,6.774,7.585,2.627,2.067
        Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Venezuela,0.04,0.086,0.038,0.039,0.03,0.005,0.005,0,0,0,0,0.2,0.36,0.3,0.32,0.134,0.151,0,0,0.046,0.059,0.211,0.421,0.451,0.484,0.584,0.549,0.54,0.569,0.633,0,0,0,0,0.889,0.974,1.107,1.064,1.023,0.87
        Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.964,1.087,1.224,1.337,0.885,0.804,1.409,1.65,1.509,2.067
        Wake Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zambia,2.748,2.995,3.2,3.2,3.076,3.1,3.1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.3,1.2,1.52,1.7,1.326,1.052,0.778,0.504,0.231,0.243,0.552,0.417,0.096,0.589,0.578,0.029,0.98,1.083,1.256,1.176,0.794,1.063,1.225,0.976
        Zimbabwe,0.029,0,0,0,0,0,0,0,0,0,0.005,0.042,0,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0.036,0.347,0.029,0.571,0.905,0.987,0.976,0.653,1.2,1.226,1.248,0.369,0.351,0.161,0.504
