country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Kyrgyzstan,--,--,--,--,--,--,--,--,--,--,--,--,940.6055982,493.0015981,328.4225377,164.4973772,101.41252,110.23114,25.35313,12.12542,24.25082,20.94389,27.55775,34.17161,48.50164,40.78547,52.580187,58.642892,64.705597,70.768302,76.831007,82.893712,92.2031,92.47652,122.72978,263.58547,377.97182,529.51142,839.2591949,1120.457858
        Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.34982,215.50161,235.99355,250.34562,257.85236,278.68601,330.693,352.7392,351.90144,420.77377,418.07311,440.43898,490.57204,502.69745,548.58662,220.462,280.31743,197.70371,127.42924,272.7092784,407.1214963,633.775844
        Latvia,--,--,--,--,--,--,--,--,--,--,--,--,20.02325699,7.850710407,10.361727,8.81849,5.51156,2.20462,2.790502765,1.429974148,0.06944553,0.036265999,0.036265999,0.000992079,0.003086468,0.001984158,1.148386558,2.306087635,3.463788713,0.184636925,3.034142447,3.492543572,4.213271328,13.72810811,11.04855377,15.43638658,9.991217688,9.968859534,11.43624248,5.607510495
        Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lithuania,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,2.54E-05,0.003858085,0.086255757,0.803032835,5.339920333,6.03735187,9.038942,12.03160342,35.55289923,31.16367387,23.06120154,37.4309643,37.06298677,44.96244557,41.64300435,83.1432353,112.5633237,93.47484962
        Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006268837,2.979887851,8.458851363,13.75021494,12.93625711,13.09213587,15.68344622,14.60593819,10.98672377,17.99367058,19.53685527,17.30317854,12.40425936,14.23603425,14.73417444,14.34113357,12.03502058,12.676565,14.33502236,10.39544469,8.487787,6.400238715,10.69461162,0.6834322,0.002195802
        Malaysia,0,0,0,0,0,0,0,0,25.35316,18.73929,46.29708,106.9242,99.20802,117.94732,68.3433,88.18491,26.45547,17.63698,11.02311,12.12542,29.76241,54.01326,58.4225,56.21788,21.64829,68.37748,104.30731,102.92502,85.38614,10.62738,108.02651,246.91774,472.89157,584.8614352,529.9558911,322.6590605,415.5002373,455.8357732,593.600593,101.0319916
        Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,0,0,0,0,0,0,0,0,0,0,0,0.893215021,0.785395875,0.547930743,0.632488943,0.534890416,1.653465,0.354575648,2.217895119,7.6768161,4.33186335,4.321705012,4.311546674,0.49254628,1.485833411,4.643890934,3.532877095,8.839708286,8.000530706,5.624987091,6.147721618,9.326964437,6.478262642,5.176373905,3.926013751,3.195975885,2.864071446,2.96148699,5.396726777,5.067578113
        Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Moldova,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mongolia,274,284,286.60095,294.1346,300.435075,248.01975,460.76558,673.51141,764.451985,855.39256,540.1319,133.37951,96.893049,0.718110762,0.889173566,0.889173566,0.683983355,0.26565671,3.37968246,2.020723276,0.661764092,2.050336283,12.17997875,479.9290321,1802.390849,2444.723162,2595.967507,3602.393197,4595.53039,7841.83334,18437.23706,18328.10836,19290.4843,20255.46551,21262.28115,15945.35046,29097.35416,37599.57792,39949.80621,39912.01866
        Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94.79866,65.03629,45.19471,63.93398,76.05939,58.42243,60.62705,25.21754587,30.70704967,63.93398,46.29702,106.92407,103.065985,122.025717
        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Morocco,92.59415,67.24099,30.86472,41.88783,72.75255,69.44562,53.645824,31.783312,9.9208,2.10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04623,20.943915,19.8416,23.14851,26.45590958,37.22645493,34.51817176,34.88546375,47.8722276,47.51128612,47.17782081,50.59239027,58.46444311,102.4674307,124.1160925,732.3708596,3259.53067,4492.863715,5609.044246,6488.076142,8325.79567,15179.60461,16648.93391,14121.16962
        Namibia,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Netherlands,1705.27357,1105.61693,742.95694,899.48496,1635.938271,1950.427314,1898.728975,2044.78505,2132.96985,2164.572612,2773.41196,2728.21725,2420.67276,2514.36911,3438.10489,3584.71212,3549.4382,4619.78121,6001.115744,7988.44057,10540.28822,14122.07001,17703.85181,17435.5123,20529.90613,22987.26498,28327.70747,30485.81231,28862.92153,26832.08665,29586.66961,32223.98953,37071.28051,45304.29582,43127.8466,40125.6169,39739.71307,37180.99394,32674.73172,30923.27069
        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Zealand,77.1617,255.73592,224.87124,244.71282,408.95701,435.41245,310.85142,330.693,402.34315,535.4227887,370.0642063,671.7760764,848.4872051,868.2279128,1150.390558,1470.207522,1752.159224,1370.794521,1214.462229,1602.827083,1709.954088,1884.8068,2129.318382,2436.176794,2103.668874,2569.545784,2998.068073,2219.523231,2823.365436,2385.025157,2666.696227,2381.917745,2426.90963,2310.049338,1919.467835,1509.724878,1308.588577,1307.090538,1408.675018,1598.082741
        Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001146402,0.18713035,0.245661909,0.081526848,0.139642835,0.295639542,10.63233111
        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,110.23114,138.89123,55.11557,110.23114,165.3467,330.69341,440.92455,496.04011,551.15568,537.37679,523.5979,653.75283,783.90776,496.0395,468.48175,440.924,424.38935,407.8547,388.01312,392.42236,396.8316,330.693,613.98667,832.24405,1731.72901,3090.87724,2861.49067,4156.7818,2898.87968,3344.06119,5125.40855,12332.1971,13251.36269,18415.53146,17255.82676,21896.32228,24825.70936,2944.27001,0,0
        North Macedonia,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0.09369635,0.203227383,0.259028079,0.370027169,0.167130038,0.237332855,0.887552454,1.495203046,0.760172818,1.238218209,0.578933763,0.505565663,0.622191163,0.172767251,0.114063732,0.00709116,0.98695877
        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Norway,100.31021,92.59404,105.82176,139.99337,212.74583,259.04285,135.58413,223.76893,281.08905,287.70291,279.98674,298.72601,185.18808,249.12206,197.31349,198.4158,171.96036,202.82504,320.77221,317.46528,632.72594,1650.15807,2259.7355,2972.93007,3021.43171,1836.44846,2497.83446,3715.88701,3691.63619,2642.23707,1864.00621,1657.87424,1403.24063,2279.57708,1772.51448,1238.99644,1005.30672,82.67334825,124.230337,87.08249
        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02374414,7.37114697,35.71594631,7.08895561,3.08316107,1.64464652,1.37347826,1.3778875,2.78112813,5.4784807,2.15170912,0.49824412,0.24140589,0.119931328,0.55226,0.5621781,1.06262684
        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09038942,0.105711529,4.775196999,0.5842243,2.145685878,3.638110221,3.622972198,5.285508107,33.75785,116.53957,122.65448,140.5678,149.770604,190.27699,160.7295451,142.7016035,330.6226296,302.272322,695.4398028
        Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.74569,959.4971117,1335.026876,3739.89501,2977.447096,3095.602824,3610.842813,5805.903845,3357.171324,8096.37246,6739.818428,5040.496056,12164.55468
        Poland,35190.14444,33800.68269,32411.22093,38960.04464,47550.34647,40207.85956,38588.56617,33362.51446,35648.7054,31904.15833,31150.17829,26178.76019,26022.23217,26329.77666,31324.34327,35534.06516,31935.02301,32529.1681,30951.76249,26583.30796,25638.24039,25400.75532,24984.98504,22217.54125,21737.97089,21359.5161,18447.62347,13117.98493,9329.004405,9343.413691,11775.2656,7912.143983,7957.885724,12218.92143,10240.68466,10398.45758,10339.93275,8159.755374,5780.710075,5061.487554
        Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384252038,0.347904468,0.633991392,0.629579947,0.708702767,0.634875445,2.074612456,1.948971162,1.988437057,0.946631861,0.268667119,0.673696598,1.633309262,0.406208951,0.669414124,0.824057083,0.712036042
        Russia,--,--,--,--,--,--,--,--,--,--,--,--,20351.27491,27288.55263,26967.50555,30502.10512,29533.75747,26762.90066,26096.53939,30643.69817,48448.22006,45944.32403,54296.67215,66773.98527,79481.45042,87946.05843,98892.05134,108661.4663,118098.2102,134246.6165,143739.5569,132375.1077,141762.0112,155160.9879,171483.1425,172001.5788,188922.8944,209557.395,231792.5516,239763.2555
        Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0.763524942,0.201673126,0.111573614,0.021474101,0.080365013,0.139255925,0.13411916,0.128982395,0.181673916,0.090836958,0.045418479,0.029323099,0.0322772,0.05180857,0.0551155,0.07936632,0.18298346,0.220462,0.23368972,0.26786133,0.271058029,0.46737944,0.53131342,0.5952474,0.55556424,0.60847512,0.82232326,0.33730686,0.016865343
        Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,105.4083287,122.3337943,142.7042898,153.7699158,142.1443571,39.05376965,29.53048256,53.0436323,58.72356125,83.36387808,80.85172351,76.18469729,88.96432056,102.9453989
        Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,0,0,0,0,0,0,0,0,0.222037201,0.354387153,1.447331156,1.0428,1.655446978,1.654458489,1.65347,0.77164,0.519755,0.26787,0.16534,0.03968,0.28329,0.17085805,0.206021739,0.6393398,0.45745865,0.04078547,0.02094389,0.288816243,0.24140589,0.16203957,0.09259404,0.60847512,0.10912869,5.12794612,1.335117872,0.067734745,0.067734745,0.74075,0.306541388,0.107938195
        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,19.84166,28.66016,15.43244,40.78568,8.81852,12.12546,9.92083,7.71626,4.40958,1.10253,0.00014,0.000165,0.00019,0.00019,0.00019,0.00025,0.00022,0.00044,0.00024,0,0,0,0,0,0,0,0
        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,230.8838703,36.21707368,27.16281552,13.58138723,9.054258152,7.951948152,7.400793152,6.849638152,4.527129076,5.747328152,5.700961686,15.57369053,59.10748887,31.61656747,45.30563049,14.27659105,4.087968772,11.85631166,1.316572609,9.14953709,3.719683694,14.61455715,1.332494374,9.978969922,2.18167211,3.332539816,2.884211752,8.885451946
        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Africa,31039.94729,32571.05588,31190.96376,34414.1182,42832.45967,52503.0253,50910.18735,45966.327,48689.0327,51732.51061,55005.269,52202.09467,54587.39761,58093.53675,57679.90434,64759.1982,66996.78704,67966.29627,71291.70775,76057.13329,77486.2414,77483.36204,76195.17846,76435.80099,74854.18322,75483.44228,74731.09406,74586.82243,75947.7753,72995.17347,78035.41231,77858.81878,83885.15221,83515.07476,83555.098,83114.174,83935.14321,92483.291,88381.89048,86638.23178
        South Korea,0,0,0,0,0,0,0,0,3.30693,4.40925,7.71618,2.75027,2.20462,1.10231,1.509894634,0.958739634,0.815169268,0.595655255,5.178586241,0.75398004,5.07393293,1.3889106,1.57520099,2.14068602,7.713498441,6.278206605,1.089776735,3.204683031,2.461122577,1.252553751,5.813870643,26.58780098,30.69824662,22.12131251,29.12007932,23.93067611,0.524655468,0.612288705,0.876926957,0.473336323
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0
        Spain,18.73927,15.43234,14.33003,11.75797333,9.553353333,5.878986667,4.225521667,1.837183333,3.878986667,8.92079,3.30693,0,0,0,0,0,0,0,0,9.59415791,16.43719808,24.24034475,20.45709006,61.32815554,69.85124953,63.6969139,231.7355834,1034.227267,1984.717159,1516.818962,1640.149362,1311.252484,2051.043772,746.26387,754.2666384,622.4264117,500.3472547,292.8563272,303.9463242,1678.325667
        Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sweden,5.35313,1.035313,1.535313,1.176565,25.35313,23.45872,28.34322,11.464024,12.1805255,12.897027,13.6135285,14.33003,16.53465,15.74255,16.94826333,11.72594617,6.503629,6.26741395,3.859549367,3.934916007,5.120891336,6.393508231,3.509975502,9.431915515,12.1271737,6.624552407,9.260065386,4.057162186,10.69659578,5.991275312,0.851687696,0.986091252,0.830587278,0.961994755,0.723267479,0.226402349,0.344687377,0.462972405,0.863789958,0.021496147
        Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67020448,1.11553772,1.01522751,0.77933317,0.78925396,1.25222416,1.05380836,1.50906239,1.14970933,1.00089748,2.16162991,3.23087061,0.92263347,1.33048817,1.52119,1.11553772,1.55535941
        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,205.02991,88.18491,46.29708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003337795,0.000997591,0.009912523,0.018827455,0.000220462,0.002483504,0.06062705,0.286119993,0.150963559,9.245309864,29.15306705,26.44353285,25.85754926,53.52181658,51.19009,137.7275872,179.7166045
        Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006257814,17.96067979,15.48675884,28.92553814,30.91146865,40.78244636,28.65945858,43.4100635,58.95657856,49.13914335,51.6696618,60.81120522,70.96352882
        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Turkey,219.35969,2.20462,1.9290425,1.653465,2.755775,1.10231,2.20462,3.091199666,3.30693,5.080089331,9.462780195,9.135750667,5.165327354,1.19490404,4.010870678,0.221290937,1.967532579,0.727558772,5.176072975,6.081190739,15.25057459,15.6921806,17.23011832,16.34284034,21.49779085,20.70717444,10.40773103,17.49710111,17.34733576,17.30698252,8.997292319,10.06579183,11.47117028,22.50811308,43.23204925,24.66656393,13.89062719,36.5207219,39.06064696,31.50575704
        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,4602.327157,3418.26331,4526.08486,2645.544,2524.2899,2616.88394,2073.44511,2356.73878,2286.778975,3373.223829,3773.10545,3438.344259,4874.076316,5463.339225,5287.633731,5374.565849,5786.352284,5206.85234,7891.132544,9424.811501,7770.617091,8087.853609,6617.209894,3209.681015,2263.397493,701.1720452,152.9937816,31.13746425
        United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122173427,0.013216697,0.145587593,0.27795849,1.653013053,0.983941748,1.073818593,2.989967373,1.02645123,1.62374562,0.467235037,0.734497813
        United Kingdom,4455.53702,10045.35103,8208.90257,7232.25591,2527.59683,2680.81792,2950.88387,2593.73543,2008.40882,2258.63319,2543.02917,2010.61344,1072.54763,1227.97334,1362.45516,946.88429,1089.08228,1263.24726,1070.34301,838.85791,727.5246,606.2705,591.94047,598.55433,684.53451,590.83816,488.32333,599.65664,661.386,713.19457,788.15165,541.23421,537.92728,655.4460229,468.5657846,424.8235984,489.093536,545.5464434,698.5889625,815.9361251
        United States,91806.99066,112540.3395,106275.9117,77771.27743,81481.65289,92680.02018,85517.2098,79606.62358,95022.42893,100813.9657,105801.9184,108967.7527,102515.9323,74518.36062,71359.14016,88547.45999,90473.19556,83544.0749,79797.32321,58475.34088,58488.793,48666.038,39601.241,43013.508,47997.895,49942.211,49647.269,59163.103,81519.115,59096.951,81715.675,105764.253,124585.903,117088.308,96692.896,73283.885,59692.499,96498.746,115349.084,93764.69322
        Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,33.00337777,33.19808981,33.36034984,32.7606932,32.628416,33.06934,34.17165,34.17165,29.76241,31.96703,31.96703,22.04623,30.86472,34.17165,35.27396,37.47859,35.27396,40.78552,40.78552,42.99014,42.99014,1.70527357,0.04299009,0.095563663,0.060406588,0.06208,0.030995276,0.000400139
        Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Venezuela,0,0,0,0,0,0,0,65.03637,1129.86775,1861.80159,2021.63654,2420.67276,2545.23379,4216.33575,4558.05185,4675.99902,3987.05527,5627.29255,6512.44748,7526.57268,8741.3183,8333.4636,8095.36464,8143.132542,8748.703938,7236.311329,7414.150644,7765.652824,5973.681658,4009.196347,3427.861395,3032.285605,1676.080674,1594.321325,1025.1483,708.78533,639.3398,343.92072,96.07712024,342.9232452
